reference_num,organization,address,classification,start_date,end_date,status,remarks,category
8593,YAYASAN AR-RI'AYAH,"NO 12, JALAN AU 1C/3FDESA PENDIDIKTAMAN KERAMAT PERMAI 54200 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
8594,PERSATUAN KEBAJIKAN INDIA HSAH,PEJABAT PENTADBIRANHOSPITAL SULTAN ABDUL HALIMJALAN LENCONGAN TIMURBANDAR AMANJAYA 08000 SUNGAI PETANI KEDAH,INSTITUSI/ORGANISASI,2021-01-01,2025-12-31,rejected,,Welfare/Social Services
8594,PERSATUAN KEBAJIKAN INDIA HSAH,PEJABAT PENTADBIRANHOSPITAL SULTAN ABDUL HALIMJALAN LENCONGAN TIMURBANDAR AMANJAYA 08000 SUNGAI PETANI KEDAH,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Welfare/Social Services
8383,YAYASAN AL-HIKMAH,"6, JALAN KURNIATAMAN SALAK MULIABANDAR BARU SALAK TINGGI 43900 SEPANG SELANGOR",INSTITUSI/ORGANISASI,2020-02-01,2025-01-31,rejected,,Religious Organizations
8384,TABUNG PEMBINAAN PUSAT PENGAJIAN ISLAM AT-TAIYYIBIN,MASJID AT-TAIYYIBINKG. TERSUSUN TANAH HITAM 31200 CHEMOR PERAK,TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2019-07-01,2022-06-30,rejected,,Religious Organizations
8386,PERTUBUHAN KEBAJIKAN DAN PENJAGAAN KANAK-KANAK KURANG UPAYA NEGERI JOHOR,"NO. 1, JALAN KEEMBONG 45TAMAN JOHOR JAYA 81000 JOHOR BAHRU JOHOR",INSTITUSI/ORGANISASI,2019-02-15,2024-02-14,rejected,,Disability Services
8387,PUSAT JAGAAN TWO THREE HOSPIS KUCHING,"LEVEL 4, L7998 JALAN TUN JUGAHCHA YI GOLDLAND 93350 KUCHING SARAWAK",INSTITUSI/ORGANISASI,2022-01-01,2026-12-31,approved,,Healthcare/Medical
8388,YAYASAN HARTALEGA,"C-G-9, JALAN DATARAN SD1DATARAN SD PJU9BANDAR SRI DAMANSARA 52200 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2024-06-01,2029-05-31,approved,,Cultural/Arts
8388,YAYASAN HARTALEGA,"C-G-9, JALAN DATARAN SD1DATARAN SD PJU9BANDAR SRI DAMANSARA 52200 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2019-06-01,2024-05-31,rejected,,Cultural/Arts
8389,"TABUNG PEMBINAAN MASJID MUKIM KEDAI MULONG, NILAM PURI KOTA BHARU","MASJID MUKIM KEDAI MULONG, NILAM PURIKM 11, JALAN KUALA KRAI 16010 KOTA BHARU KELANTAN",TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2018-10-15,2021-10-14,rejected,,Religious Organizations
8391,PERSATUAN WANITA ISLAM PRIHATIN,19 JELUTONG PRIMEJALAN RUANG U8/109SEKSYEN U8 BUKIT JELUTONG 40150 SHAH ALAM SELANGOR,INSTITUSI/ORGANISASI,2025-01-01,2029-12-31,approved,,Religious Organizations
8391,PERSATUAN WANITA ISLAM PRIHATIN (PWIP),"19, JELUTONG PRIMEJALAN RUANG 8/109SEKSYEN U8, BUKIT JELUTONG 40150 SHAH ALAM SELANGOR",INSTITUSI/ORGANISASI,2020-01-01,2024-12-31,rejected,,Religious Organizations
8392,TPRI BREATH OF GOD CHURCH,"BREATH OF GOD CHURCH11-2, 13TH FLOOR, BLOCK CMENARA UNCANG EMAS CJALAN LOKE YEW 55200 KUALA LUMPUR WP KUALA LUMPUR",TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2018-10-01,2023-09-30,rejected,,Religious Organizations
8393,"PERSATUAN KEBAJIKAN HAIWAN PAWS, PETALING JAYA (PAWS ANIMAL WELFARE SOCIETY, PETALING JAYA)",LADANG PILMOORJALAN LAPANGAN TERBANG 47200 SUBANG SELANGOR,INSTITUSI/ORGANISASI,2019-11-15,2024-11-14,rejected,,Animals
8394,YAYASAN PERPUSTAKAAN RAJA TUN UDA,PERBADANAN PERPUSTAKAAN AWAM SELANGORD/A PUSTAKA RAJA TUN UDAJALAN KELAB GOLF 13/6 40100 SHAH ALAM SELANGOR,INSTITUSI/ORGANISASI,2025-01-01,2029-12-31,approved,,Religious Organizations
8394,YAYASAN PERPUSTAKAAN RAJA TUN UDA,D/A PRICEWATERHOUSECOOPERS TAXATION SERVICES SDN BHDLEVEL 10 1 SENTRALJALAN RAKYATKUALA LUMPUR SENTRALP.O. BOX 10192 50706 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2020-01-01,2024-12-31,rejected,,Religious Organizations
8395,PERSATUAN OKU SENTRAL,"B17-1, SAVILLE @ THE PARKJALAN PANTAI MURNI 8PANTAI DALAM 59200 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2019-04-01,2024-03-30,rejected,,Disability Services
8396,"TABUNG PEMBINAAN MASJID ASSOLIHIN MUKIM PAYA RAMBAI KOTA BHARU, KELANTAN",LOT 1833MASJID PAYA RAMBAIJALAN BAYAM 15200 KOTA BHARU KELANTAN,TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2019-05-01,2022-04-30,rejected,,Religious Organizations
8397,TABUNG PENGURUSAN RUMAH IBADAT PERSATUAN PENGANUT-PENGANUT KUIL MAHA MARIAMMAN SIKAMAT SEREMBAN,"JALAN TUNKU KURSHIAH(JKR QRTS), SIKAMAT 70400 SEREMBAN NEGERI SEMBILAN",TABUNG PENGURUSAN RUMAH IBADAT (TPRI),2018-11-01,2023-10-31,rejected,,Religious Organizations
8398,KELAB IMPIAN INFINITY,"NO. 2, JALAN KASUARINA 8BANDAR BOTANIC 41200 KLANG SELANGOR",INSTITUSI/ORGANISASI,2020-01-01,2023-06-30,rejected,,Others
8400,YAYASAN UNDANG JOHOL,BALAI UNDANG LUAK JOHOL 73100 JOHOL NEGERI SEMBILAN,INSTITUSI/ORGANISASI,2024-05-15,2028-12-31,approved,,Others
8400,YAYASAN UNDANG JOHOL,BALAI UNDANG LUAK JOHOL 73100 Johol NEGERI SEMBILAN,INSTITUSI/ORGANISASI,2019-05-15,2024-05-14,rejected,,Others
8403,ARISMA FOUNDATION,"23, JALAN UP3/5AUKAY PERDANA 68000 AMPANG SELANGOR",INSTITUSI/ORGANISASI,2019-07-01,2024-06-30,rejected,,Others
8404,"PERSATUAN KASIH SAYANG KANAK-KANAK PADMASAMBHAVA KLANG, SELANGOR",NO. 23 & 25JALAN HARMONI 1B/KU3KRISTAL KLANG COMMERCIAL CENTREBATU BELAH 41400 KLANG SELANGOR,INSTITUSI/ORGANISASI,2024-12-01,2028-12-31,approved,,Children/Youth
8404,"PERSATUAN KASIH SAYANG KANAK-KANAK PADMASAMBHAVA KLANG, SELANGOR",NO. 23 & 25JALAN HARMONI 1B/KU3KRISTAL KLANG COMMERCIAL CENTREBATU BELAH 41400 KLANG SELANGOR,INSTITUSI/ORGANISASI,2019-12-01,2024-11-30,rejected,,Children/Youth
8405,PERSATUAN HAIWAN MALAYSIA,"NO. 5, JALAN BALAMTAMAN MILLION 51100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2023-03-01,2028-02-29,approved,,Animals
8406,TABUNG PEMBINAAN KUIL SRI GURDWARA SAHIB SRI SENDAYAN,"PERSATUAN PENGANUT SIKHISM NEGERI SEMBILAN942, JALAN S2/A27EMERALD PARK 70300 SEREMBAN NEGERI SEMBILAN",TABUNG PEMBINAAN RUMAH IBADAT (TPBRI),2019-06-01,2022-05-31,rejected,,Religious Organizations
8407,PERSATUAN PENGURUSAN ANJUNG PENDIDIKAN ASNAF TAWAU (ANPA),"ANJUNG PENDIDIKAN ASNAF TAWAUTINGKAT BAWAHLOT 10, BLOK CTAIPAN JALAN KUHARA 91000 TAWAU SABAH",INSTITUSI/ORGANISASI,2020-01-01,2024-12-31,rejected,,Welfare/Social Services
4256,TUANKU NAJIHAH FOUNDATION,"C/O THE LAI & LAI PARTNERSHIP ADVOCATES & SOLICITORS7TH FLOOR, WISMA GENTING28 JALAN SULTAN ISMAIL 50250 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
4257,INSTITUT SENI MALAYSIA MELAKA (DAHULU DIKENALI SEBAGAI INSTITUT TEKNOLOGI SENI MALAYSIA),"NO. 9, RUMAH KERAJAAN 75150 BATU PERINGGI MELAKA",INSTITUSI/ORGANISASI,1997-09-15,2024-06-30,rejected,,Cultural/Arts
4263,INSTITUT KAJIAN SEJARAH DAN PATRIOTISME MALAYSIA,"D/A AKADEMI SENI MELAKALOT 3238, JALAN TAMAN MERDEKA 75350 BATU BERENDAM MELAKA",INSTITUSI/ORGANISASI,1996-08-01,2018-12-31,revoked,RESIT PENDERMA IKSEP MASIH SAH UNTUK TUNTUTAN DERMA DALAM TEMPOH 01.08.1996 HINGGA 31.12.2018,Cultural/Arts
4265,HOSPIS MELAKA,NO 44/44-1 JALAN TU 40TAMAN TASEK UTAMA 75450 AYER KEROH MELAKA,INSTITUSI/ORGANISASI,2025-07-01,2030-06-30,approved,,Healthcare/Medical
4265,HOSPIS MELAKA,NO 44/44-1 JALAN TU 40TAMAN TASEK UTAMA 75450 AYER KEROH MELAKA,INSTITUSI/ORGANISASI,1995-11-01,2025-06-30,rejected,,Healthcare/Medical
4270,PUSAT HEMODIALISIS MAWAR,"NO. 71, JALAN RASAH 70300 SEREMBAN NEGERI SEMBILAN",INSTITUSI/ORGANISASI,1995-07-01,2016-12-31,revoked,Penderma tidak layak mendapat potongan cukai mulai 29 September 2021 (tarikh surat tarik balik kelulusan dan tarikh siaran di laman sesawang LHDNM),Healthcare/Medical
4271,TABUNG PENDIDIKAN MAJLIS PERMUAFAKATAN PENDIDIKAN SEPANG,"PERMUAFAKATAN PENDIDIKAN SEPANGPENTHOUSE, BANGUNAN UMNO SEPANGJALAN ST 1D/2BANDAR BARU SALAK TINGGI 43900 SEPANG SELANGOR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1995-09-01,2021-12-31,rejected,,Educational
4273,YAYASAN KEBAJIKAN ANAK-ANAK YATIM KELANTAN,"NO. 1, TAMAN SABARIAHJALAN PENGKALAN CHEPA 15400 KOTA BHARU KELANTAN",INSTITUSI/ORGANISASI,1996-01-01,2025-12-31,rejected,,Children/Youth
4273,YAYASAN KEBAJIKAN ANAK-ANAK YATIM KELANTAN,NO 1 TAMAN SABARIAHJALAN PENGKALAN CHEPA 15400 KOTA BHARU KELANTAN,INSTITUSI/ORGANISASI,2026-01-01,2030-12-31,approved,,Children/Youth
4275,YAYASAN NURUL YAQEEN,NO 4 JALAN 3/27FDESA SETAPAKWANGSA MAJU 53300 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1998-03-15,2025-12-31,rejected,,Religious Organizations
4276,PERSATUAN KECEDERAAN SPINA MALAYSIA,"NO. 3, JALAN 12/1TAMAN CHERAS JAYA 43200 CHERAS SELANGOR",INSTITUSI/ORGANISASI,1996-02-01,2025-12-31,rejected,,Healthcare/Medical
4276,PERSATUAN KECEDERAAN SPINA MALAYSIA,"NO. 3, JALAN 12/1TAMAN CHERAS JAYA 43200 CHERAS SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Healthcare/Medical
4277,YAYASAN MUSTEQ,"LOT 6.08 - 6.12, (OFFICE BLOCK)6TH. FLOORPUDU PLAZAJALAN LANDAK 55100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1995-07-01,2021-12-31,rejected,,Others
4280,MALAYSIAN INDUSTRY-GOVERNMENT GROUP FOR HIGH TECHNOLOGY,MIGHT PARTNERSHIP HUBJALAN IMPACT 63000 CYBERJAYA SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2030-12-31,approved,,Research/Academic
4280,MALAYSIAN INDUSTRY-GOVERNMENT GROUP FOR HIGH TECHNOLOGY,MIGHT PARTNERSHIP HUBJALAN IMPACT 63000 CYBERJAYA SELANGOR,INSTITUSI/ORGANISASI,2003-08-15,2025-12-31,rejected,,Research/Academic
4281,YAYASAN NELAYAN MALAYSIA (YANEM),NO. 152 TINGKAT 3JALAN 2/3APUSAT BANDAR UTARAKM. 12 OFF JALAN IPOH 68100 KUALA LUMPUR. WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1995-08-01,2025-12-31,rejected,,Others
4281,YAYASAN NELAYAN MALAYSIA (YANEM),NO. 152 TINGKAT 3JALAN 2/3APUSAT BANDAR UTARAKM. 12 OFF JALAN IPOH 68100 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
4282,YAYASAN PERSATUAN ALUMNI UNIVERSITI MALAYA,D/A BAHAGIAN PERHUBUNGAN AWAMUNIVERSITI MALAYALEMBAH PANTAI 59100 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1995-11-01,2025-12-31,rejected,,Educational
4282,YAYASAN PERSATUAN ALUMNI UNIVERSITI MALAYA,D/A BAHAGIAN PERHUBUNGAN AWAMUNIVERSITI MALAYALEMBAH PANTAI 59100 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Educational
4285,"PERTUBUHAN ANAK YATIM AL-KHAIR SEREMBAN, NEGERI SEMBILAN",TINGKAT 11WISMA DEWAN PERNIAGAAN MELAYU MALAYSIA NEGERI SEMBILANJALAN DATO BANDAR TUNGGAL 70000 SEREMBAN NEGERI SEMBILAN,INSTITUSI/ORGANISASI,1995-11-01,2025-12-31,rejected,,Children/Youth
4285,"PERTUBUHAN ANAK YATIM AL-KHAIR SEREMBAN, NEGERI SEMBILAN",TINGKAT 11WISMA DEWAN PERNIAGAAN MELAYU MALAYSIA NEGERI SEMBILANJALAN DATO BANDAR TUNGGAL 70000 SEREMBAN NEGERI SEMBILAN,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Children/Youth
4287,MAKTAB PERGURUAN ISLAM,SEKSYEN 12 43650 BANDAR BARU BANGI SELANGOR,INSTITUSI/ORGANISASI,1995-07-15,2019-05-01,revoked,,Religious Organizations
4290,"JEMAAH PENGURUS KEBAJIKAN ANAK-ANAK YATIM DAN MISKIN, ULU GADONG REMBAU",ULU GADONGPOS KOTA 71350 NEGERI SEMBILAN,INSTITUSI/ORGANISASI,1995-10-01,2021-12-31,rejected,,Children/Youth
4293,TABUNG KEBAJIKAN DAN PENDIDIKAN PERSATUAN PERLIS KUALA LUMPUR,"NO. 25, JALAN 10/42ATAMAN SEJAHTERAOFF JLN KUCHING 51200 SEGAMBUT WP KUALA LUMPUR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1995-08-01,2025-12-31,rejected,,Welfare/Social Services
4295,NATIONAL HEART ASSOCIATION RESEARCH & EDUCATION TRUST,INSTITUT JANTUNG NEGARA145 JALAN TUN RAZAK 50400 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1997-01-01,2025-12-31,rejected,,Educational
3807,"PERSATUAN PERPUSTAKAAN PLAYCENTRE, PETALING JAYA","NO. 18, 6/6 46200 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,1988-08-03,2025-12-31,rejected,,Cultural/Arts
3808,PERTUBUHAN SEDIA BERSAHABAT MELAKA,"NO. 364K, JALAN LOW HEE KONG 75050 UJONG PASIR MELAKA",INSTITUSI/ORGANISASI,2025-01-01,2029-12-31,approved,,Others
3808,PERTUBUHAN SEDIA BERSAHABAT MELAKA (THE BEFRIENDERS MELAKA),NO. 364-KJALAN LOW HEE KONG BANDAR 75050 UJONG PASIR MELAKA,INSTITUSI/ORGANISASI,1992-07-28,2024-12-31,rejected,,Healthcare/Medical
3809,"PPERSATUAN PERUBATAN, PENGUBATAN DAN KEBAJIKAN ISLAM MALAYSIA","NO.5, JALAN 1/7D 43650 BANDAR BARU BANGI SELANGOR",INSTITUSI/ORGANISASI,1989-04-06,2023-12-31,rejected,,Religious Organizations
3827,YAYASAN MEA,"NEW BLOCK, FACULTY OF BUSINESS AND ECONOMICSUNIVERSITY OF MALAYA 50603 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1991-03-07,2025-12-31,rejected,,Others
3827,YAYASAN MEA,"NEW BLOCK, FACULTY OF BUSINESS AND ECONOMICSUNIVERSITY OF MALAYA 50603 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Others
3830,"PERSATUAN KEBAJIKAN KANAK-KANAK TERENCAT AKAL, SEBERANG PERAI TENGAH","38, JALAN PERMATANG RAWA 1OFF JALAN PERMATANG RAWASEBERANG PERAI TENGAH 14000 BUKIT MERTAJAM PULAU PINANG",INSTITUSI/ORGANISASI,1990-02-23,2025-12-31,rejected,,Disability Services
3832,"PERTUBUHAN KEBAJIKAN ANAK-ANAK YATIM ISLAM, KOTA TINGGI, JOHOR","LOT 2472, JALAN TAIB, KOTA KECIL 81900 KOTA TINGGI JOHOR",INSTITUSI/ORGANISASI,1990-02-03,2025-12-31,rejected,,Religious Organizations
3832,"PERTUBUHAN KEBAJIKAN ANAK-ANAK YATIM ISLAM, KOTA TINGGI, JOHOR","LOT 2472, JALAN TAIB, KOTA KECIL 81900 KOTA TINGGI JOHOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
3833,YAYASAN AZMAN HASHIM,"D/A AZMAN WONG SALLEH & CO.12TH FLR, WISMA TUN SAMBANTHANNO. 2, JLN SULTAN ISMAILP.O. BOX 12019 50764 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1991-01-05,2025-12-31,rejected,,Corporate Foundations
3833,YAYASAN AZMAN HASHIM,2-01 AMCORP TOWER 18PERSIARAN BARAT 46050 PETALING JAYA SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Corporate Foundations
3837,TABUNG KEBAJIKAN KELUARGA TERENGGANU (TKKT),YAYASAN PEMBANGUNAN KELUARGA TERENGGANUJALAN SULTAN OMAR 20300 KUALA TERENGGANU TERENGGANU,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1990-07-09,2022-02-28,rejected,,Welfare/Social Services
3840,TABUNG KEBAJIKAN PELAJAR PIBG SEK. MEN. SEKSYEN 16 SHAH ALAM,"SEKSYEN 16, JALAN 16/8 40000 SHAH ALAM SELANGOR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1990-03-01,2021-12-31,rejected,,Environmental/Conservation
3850,MAJLIS DATO'-DATO' NEGERI PULAU PINANG (TABUNG DERMA KEBAJIKAN),TETUAN KENNEDY BURKILL & CO. S/B.STANDARD CHARTERED BANK CHAMBERSLEBOH PANTAI 10300 PULAU PINANG,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1992-05-28,2025-12-31,rejected,,Welfare/Social Services
3850,TABUNG DERMA KEBAJIKAN MAJLIS DATO'-DATO' NEGERI PULAU PINANG,"NO. 54, 2ND FLOORLEBUH BUKIT KECIL 1TAMAN SRI NIBONG 11900 BAYAN LEPAS PULAU PINANG",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2026-01-01,2035-12-31,approved,,Welfare/Social Services
3855,PERSATUAN PENDIDIKAN KANAK-KANAK TERENCAT AKAL NEGERI SEMBILAN (PEKATA N.S.),"D/A PUSAT HARIAN KANAK-KANAK ISTIMEWA SEREMBAN4599, JALAN DATO' ABDULLAH 70200 SEREMBAN NEGERI SEMBILAN",INSTITUSI/ORGANISASI,1989-09-14,2023-12-31,rejected,,Disability Services
3860,DATO’ CHUAH BOON KHENG FOUNDATION,"WISMA KELADI, LEVEL 7NO. 11-A2, JALAN BANK 08000 SUNGAI PETANI KEDAH",INSTITUSI/ORGANISASI,1990-12-05,2025-09-30,rejected,,Others
3866,KIWANIS DOWN'S SYNDROME FOUNDATION,"LOT 13490, JALAN JENJARUMOFF JALAN SS23/1, TAMAN SEA 47400 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,1990-12-28,2025-06-30,rejected,,Emergency/Disaster Relief
3866,KIWANIS DOWN SYNDROME FOUNDATION,"LOT 13490, JALAN JENJARUMOFF JALAN SS23/1, TAMAN SEA 47400 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,2025-07-01,2028-06-30,approved,,Disability Services
3867,"TABUNG JAWATANKUASA KEBAJIKAN JUVANA DAERAH GOMBAK, SELANGOR","PEJABAT KEBAJIKAN MASYARAKAT DAERAH GOMBAKLOT 21,21-1 & 21-2JALAN PPS1, PUSAT PERDAGANGAN SELASEH 68100 BATU CAVES SELANGOR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1991-01-01,2022-03-30,rejected,,Religious Organizations
3868,"TABUNG KEBAJIKAN PIBG SEK. MEN. KING GEORGE V, SEREMBAN",JALAN ZAABA 70100 SEREMBAN NEGERI SEMBILAN,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1991-01-01,2021-12-31,rejected,,Welfare/Social Services
3872,PERTUBUHAN KEBAJIKAN ANAK YATIM MALAYSIA (PEYATIM),"NO. 37, JALAN NIRWANA 39TAMAN NIRWANA 68000 AMPANG SELANGOR",INSTITUSI/ORGANISASI,1991-04-10,2025-12-31,rejected,,Children/Youth
3872,PERTUBUHAN KEBAJIKAN ANAK YATIM MALAYSIA (PEYATIM),"NO. 37, JALAN NIRWANA 39TAMAN NIRWANA 68000 AMPANG SELANGOR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Children/Youth
3879,"YAYASAN PELAJARAN MIRI, SARAWAK","LOT 1815, LORONG 6JALAN JEE FOH UTAMAKROKOP 98000 MIRI SARAWAK",INSTITUSI/ORGANISASI,1992-05-01,2023-06-30,rejected,,Educational
3880,TABUNG RUMAH KEBAJIKAN ANBU ILLAM,"NO. 2258, JALAN PERMATA 22TAMAN PERMATA, GOMBAK 53300 KUALA LUMPUR WP KUALA LUMPUR",TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),2021-10-01,2026-09-30,approved,,Welfare/Social Services
3722,PERSATUAN BAGI KEBAJIKAN KANAK-KANAK TERENCAT AKAL SARAWAK (PERKATA SARAWAK),"LOT 1652, BLOCK 10JALAN ONG TIANG SWEE 93200 KUCHING SARAWAK",INSTITUSI/ORGANISASI,1991-02-01,2025-12-31,rejected,,Disability Services
3722,PERSATUAN BAGI KEBAJIKAN KANAK-KANAK TERENCAT AKAL SARAWAK (PERKATA SARAWAK),"LOT 1652, BLOCK 10JALAN ONG TIANG SWEE 93200 KUCHING SARAWAK",INSTITUSI/ORGANISASI,2026-01-01,2030-12-31,approved,,Disability Services
3723,BADAN DERMA PELAJARAN MELAYU WILAYAH PERSEKUTUAN DAN SELANGOR DARUL EHSAN,"NO. 12, PERSIARAN KERAMAT HUJUNG,TAMAN KERAMAT 54000 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1993-02-01,2015-07-02,rejected,,Educational
3726,THE MALAYSIAN ACCOUNTANCY RESEARCH AND EDUCATION FOUNDATION (MAREF),"NO. 2, JALAN TUN SAMBANTHAN 3BRICKFIELD 50470 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1990-11-22,2025-12-31,rejected,,Educational
3726,THE MALAYSIAN ACCOUNTANCY RESEARCH AND EDUCATION FOUNDATION (MAREF),"NO. 2, JALAN TUN SAMBANTHAN 3BRICKFIELD 50470 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Educational
3735,SIBU ISLAMIC CHARITABLE TRUST (LEMBAGA AMANAH KEBAJIKAN ISLAM SIBU (LAKIS)),"TETUAN HII & LEE1ST. FLOORNO. 13, KHOO PENG LOONG ROAD 96000 SIBU SARAWAK",INSTITUSI/ORGANISASI,2003-06-16,2025-12-31,rejected,,Religious Organizations
3737,YAYASAN MURAD,"A-3-1, JALAN SENTRAL 1DATARAN SENTRAL 70100 SEREMBAN NEGERI SEMBILAN",INSTITUSI/ORGANISASI,1990-09-14,2024-12-31,rejected,,Others
3744,YAYASAN TEMENGGONG ABDUL RAHMAN JOHOR,NO. 3 JALAN PERMAS 10/3BANDAR BARU PERMAS JAYA 81750 MASAI JOHOR,INSTITUSI/ORGANISASI,2003-10-01,2025-12-31,rejected,,Others
3749,PERSATUAN KEBAJIKAN RONALD MCDONALD MALAYSIA (RONALD MCDONALD HOUSE CHARITIES MALAYSIA),"LEVEL 6 BANGUNAN THDAMANSARA UPTOWN 3NO. 3, JALAN SS21/39 47400 PETALING JAYA SELANGOR",INSTITUSI/ORGANISASI,1994-06-01,2025-12-31,rejected,,Welfare/Social Services
3749,PERSATUAN KEBAJIKAN RONALD MCDONALD MALAYSIA (RONALD MCDONALD HOUSE CHARITIES MALAYSIA),LEVEL 6 BANGUNAN THDAMANSARA UPTOWN 3 NO 3 JALAN SS21/39 47400 PETALING JAYA SELANGOR,INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Welfare/Social Services
3756,PERGERAKAN PUTERI ISLAM MALAYSIA,"KOMPLEKS DARUL PUTERINO. 564, KM6JALAN CHERAS 59200 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1994-08-15,2025-12-31,rejected,,Religious Organizations
3756,PERGERAKAN PUTERI ISLAM MALAYSIA,"KOMPLEKS DARUL PUTERINO. 564, KM6JALAN CHERAS 59200 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,2026-01-01,2035-12-31,approved,,Religious Organizations
3758,"THE TRUSTEES OF MAYBANK FOUNDATION, REGISTERED","14TH FLOOR, MENARA MAYBANK100 JALAN TUN PERAK 50050 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1990-09-11,2025-12-31,rejected,,Corporate Foundations
3762,JAWATANKUASA KEBAJIKAN BUDAK-BUDAK DAERAH SEPANG,"NO. 16 MEDAN 23, BANDAR BARU SALAK TINGGI 43900 SEPANG SELANGOR",INSTITUSI/ORGANISASI,1990-09-03,2021-09-30,rejected,,Religious Organizations
3765,"PERSATUAN KEBAJIKAN PEKAK DAERAH BESUT, TERENGGANU",SEK. REN. KHAS KANAK-KANAK CACAT PENDENGARANALOR LINTANG 22200 BESUT TERENGGANU,INSTITUSI/ORGANISASI,1994-06-01,2021-12-31,rejected,,Disability Services
3768,CHANG MING THIEN FOUNDATION,"COMPANY SECRETARYC/O LCSM MANAGEMENT SERVICES SDN. BHD.27B, SUITE #1, JLN. BUKIT DESA 5TAMAN BUKIT DESA 58100 KUALA LUMPUR WP KUALA LUMPUR",INSTITUSI/ORGANISASI,1991-12-04,2018-01-09,revoked,,Others
3784,PERSEKUTUAN LUNG KONG MALAYSIA (TABUNG PINJAMAN PELAJARAN),25A & 27A JLN 2/105TAMAN MIDAH CHERAS 56000 KUALA LUMPUR WP KUALA LUMPUR,TABUNG KEBAJIKAN DAN PENDIDIKAN (TKDP),1990-11-10,2025-12-31,rejected,,Educational
3787,HONG LEONG FOUNDATION,LEVEL 32 MENARA HONG LEONGNO. 6 JALAN DAMANLELABUKIT DAMANSARA 50490 KUALA LUMPUR WP KUALA LUMPUR,INSTITUSI/ORGANISASI,1994-08-15,2025-12-31,rejected,,Corporate Foundations
